trade_id,symbol,side,entry_time,exit_time,entry_fr,entry_collect_fr,exit_fr,hold_settlements,gross_pct,cost_rt_pct,net_pct,gross_dollar,cost_dollar,net_dollar,cost_tier,gap_closed
CRVUSDT_20220126000000,CRVUSDT,long_spot_short_futures,2022-01-26 00:00:00+00:00,2022-01-29 00:00:00.017000+00:00,-0.09669,-0.021329,-0.014242000000000001,9,0.32757,0.2,0.12756999999999996,0.98271,0.6,0.3827099999999999,high,False
ONEUSDT_20220127080000,ONEUSDT,long_spot_short_futures,2022-01-27 08:00:00.004000+00:00,2022-01-29 08:00:00+00:00,-0.07086100000000001,-0.070257,-0.010433999999999999,6,0.25251599999999996,0.2,0.05251599999999995,0.757548,0.6,0.15754799999999985,high,False
ROSEUSDT_20220129000000,ROSEUSDT,long_spot_short_futures,2022-01-29 00:00:00.017000+00:00,2022-01-29 08:00:00+00:00,-0.068127,-0.016914,-0.016914,1,0.016914,0.2,-0.18308600000000003,0.050742,0.6,-0.5492580000000001,high,False
ARPAUSDT_20220127000000,ARPAUSDT,long_spot_short_futures,2022-01-27 00:00:00.004000+00:00,2022-01-30 00:00:00.025000+00:00,-0.06372599999999999,-0.069469,-0.010738000000000001,9,0.8761670000000001,0.2,0.6761670000000002,2.6285010000000004,0.6,2.0285010000000003,high,False
1INCHUSDT_20220129000000,1INCHUSDT,long_spot_short_futures,2022-01-29 00:00:00.017000+00:00,2022-01-30 00:00:00.025000+00:00,-0.055979999999999995,-0.023343,-0.011404,3,0.06172,0.2,-0.13828000000000001,0.18516,0.6,-0.41484000000000004,high,False
ZENUSDT_20220130000000,ZENUSDT,long_spot_short_futures,2022-01-30 00:00:00.025000+00:00,2022-01-30 08:00:00.009000+00:00,-0.052864999999999995,-0.0031420000000000003,-0.0031420000000000003,1,0.0031420000000000003,0.2,-0.196858,0.009426,0.6,-0.590574,high,False
COTIUSDT_20220129000000,COTIUSDT,long_spot_short_futures,2022-01-29 00:00:00.017000+00:00,2022-01-30 16:00:00+00:00,-0.116201,-0.235323,-0.009304999999999999,5,0.367531,0.2,0.16753099999999999,1.102593,0.6,0.502593,high,False
SANDUSDT_20220129160000,SANDUSDT,long_spot_short_futures,2022-01-29 16:00:00.013000+00:00,2022-01-31 00:00:00+00:00,-0.075071,-0.065065,-0.019788,4,0.232601,0.2,0.03260099999999999,0.697803,0.6,0.09780299999999997,high,False
MANAUSDT_20220129080000,MANAUSDT,long_spot_short_futures,2022-01-29 08:00:00+00:00,2022-01-31 00:00:00+00:00,-0.051888,-0.02407,-0.014719000000000001,5,0.16338300000000003,0.2,-0.03661699999999998,0.49014900000000006,0.6,-0.10985099999999995,high,False
PEOPLEUSDT_20220130000000,PEOPLEUSDT,long_spot_short_futures,2022-01-30 00:00:00.025000+00:00,2022-01-31 08:00:00+00:00,-0.060515000000000006,-0.029263,-0.007652000000000001,4,0.251057,0.2,0.051056999999999964,0.7531709999999999,0.6,0.15317099999999992,high,False
